"","seq_id","plate_identifier","Inner.Core.Sample.ID","Sample.Mass.Added.to.Tube..mg.","Date.Weighed","Name.of.Weigher","Notes","Sample.Archived","Sample.Notes","Extraction.Plate.ID","Plate.Well.No.","Plate.Position","Blank.Well.","Sample.Added.to.Extraction.Plate","Name.of.Person.Adding.to.Plate","Date.Plate.Extracted","species","core_type","material","lab_id","mcra_probe_loose","mcra_probe_strict","mcra_eva_loose","mcra_eva_strict","bact_loose","bact_strict","arc_loose","arc_strict","mmox_loose","mmox_strict","pmoa_loose","pmoa_strict","Raw","mean_vwc","mean_orp","mean_st","ch4_50","co2_50","ch4_125","co2_125","ch4_200","co2_200","CH4_int","N2O_int","O2_int","CO2_int"
"22","AB3/5","5D6","FAGR_AB3/5
Wood_Inner
Lab ID: 78c",117.6,"7/20/2022","Qespi","","x","","Plate 5",44,"D6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","78c",16.7280616760254,2.78718447685242,44.3437347412109,1.26580476760864,NA,NA,NA,NA,50.2026062011719,0,3.18826699256897,0,"AB3/5Inner",NA,NA,NA,"0.070663016","2.587124214","0.006834666","1.85847512","0.006805082","1.620897705","2.3767","0.1721","200839.0861","292.1651"
"23","AB3/5","7D6","FAGR_AB3/5
Soil_Organic
Lab ID: 78d",256.6,"8/4/2022","QW","",NA,"","Plate 7",44,"D6","","9/11/2022","Jon","","FAGR","Organic","Soil","78d",0,0,NA,NA,NA,NA,NA,NA,23.8221759796143,1.25319766998291,3947.2265625,1015.91638183594,"AB3/5Organic",NA,NA,NA,"0.070663016","2.587124214","0.006834666","1.85847512","0.006805082","1.620897705","2.3767","0.1721","200839.0861","292.1651"
"24","AB3/5","3F10","FAGR_AB3/5
Wood_Outer
Lab ID: 78a",114,"7/20/2022","Qespi","","x","","Plate 3",78,"F10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","78a",2.51611113548279,0,2.6662220954895,0,NA,NA,NA,NA,43.5565643310547,0,3.14060473442078,0,"AB3/5Outer",NA,NA,NA,"0.070663016","2.587124214","0.006834666","1.85847512","0.006805082","1.620897705","2.3767","0.1721","200839.0861","292.1651"
"25","AB4","5E6","FAGR_AB4
Wood_Inner
Lab ID: 79c",100.3,"7/20/2022","Qespi","","x","","Plate 5",45,"E6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","79c",12.5889310836792,2.79695796966553,15.4934673309326,2.58153629302979,NA,NA,NA,NA,23.7607307434082,0,8.18613624572754,0,"AB4Inner",11.98333333,278,17.65,"-0.061582689","0.979293239","0.024981602","-0.864746539","0.032413697","1.521377923","1660.0954","0.5909","161141.7288","15195.9043"
"26","AB4","3G10","FAGR_AB4
Wood_Outer
Lab ID: 79a",106.3,"7/20/2022","Qespi","","x","","Plate 3",79,"G10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","79a",1.25882959365845,0,41.0182189941406,0,NA,NA,NA,NA,12.9763746261597,0,7.88545608520508,0,"AB4Outer",11.98333333,278,17.65,"-0.061582689","0.979293239","0.024981602","-0.864746539","0.032413697","1.521377923","1660.0954","0.5909","161141.7288","15195.9043"
"27","AB4","1G10","FAGR_AB4
Soil_Mineral
Lab ID: 79e",253,"7/29/2022","Qespi","",NA,NA,"Plate 1",79,"G10","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","79e",0,NA,NA,NA,NA,NA,NA,NA,78.3341217041016,15.645975112915,6925.9189453125,1158.24755859375,"AB4Mineral",11.98333333,278,17.65,"-0.061582689","0.979293239","0.024981602","-0.864746539","0.032413697","1.521377923","1660.0954","0.5909","161141.7288","15195.9043"
"28","AB4","7E6","FAGR_AB4
Soil_Organic
Lab ID: 79d",254.7,"8/4/2022","QW","",NA,"","Plate 7",45,"E6","","9/11/2022","Jon","","FAGR","Organic","Soil","79d",2.40550136566162,0,NA,NA,NA,NA,NA,NA,29.2535762786865,5.0849666595459,4201.8740234375,892.054443359375,"AB4Organic",11.98333333,278,17.65,"-0.061582689","0.979293239","0.024981602","-0.864746539","0.032413697","1.521377923","1660.0954","0.5909","161141.7288","15195.9043"
"29","AB4/6","3H10","FAGR_AB4/6
Wood_Outer
Lab ID: 80a",118.9,"7/20/2022","Qespi","","x","","Plate 3",80,"H10","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","80a",1.3389904499054,0,18.9295349121094,1.57687973976135,NA,NA,NA,NA,28.0180759429932,0,50.2362823486328,0,"AB4/6Outer",NA,NA,NA,"0.016230629","1.227523108","0.023944574","1.110611551","0.002233036","0.914987068","4.1302","0.3017","176646.9517","4289.0964"
"30","AB4/6","5F6","FAGR_AB4/6
Wood_Inner
Lab ID: 80c",102.7,"7/20/2022","Qespi","","x","","Plate 5",46,"F6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","80c",5.67863178253174,0,11.1348896026611,2.78322815895081,NA,NA,NA,NA,25.1828689575195,0,14.9904680252075,0,"AB4/6Inner",NA,NA,NA,"0.016230629","1.227523108","0.023944574","1.110611551","0.002233036","0.914987068","4.1302","0.3017","176646.9517","4289.0964"
"31","AB4/6","1H10","FAGR_AB4/6
Soil_Mineral
Lab ID: 80e",255.2,"7/29/2022","Qespi","",NA,NA,"Plate 1",80,"H10","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","80e",0,NA,NA,NA,NA,NA,NA,NA,73.8978652954102,5.27072858810425,3285.42211914063,675.38623046875,"AB4/6Mineral",NA,NA,NA,"0.016230629","1.227523108","0.023944574","1.110611551","0.002233036","0.914987068","4.1302","0.3017","176646.9517","4289.0964"
"32","AB4/6","7F6","FAGR_AB4/6
Soil_Organic
Lab ID: 80d",252.7,"8/4/2022","QW","",NA,"","Plate 7",46,"F6","","9/11/2022","Jon","","FAGR","Organic","Soil","80d",2.45264101028442,1.22628855705261,NA,NA,NA,NA,NA,NA,45.3248405456543,3.88156676292419,4424.5439453125,959.287475585938,"AB4/6Organic",NA,NA,NA,"0.016230629","1.227523108","0.023944574","1.110611551","0.002233036","0.914987068","4.1302","0.3017","176646.9517","4289.0964"
"33","AB5","3A11","FAGR_AB5
Wood_Outer
Lab ID: 81a",105.2,"7/20/2022","Qespi","","x","","Plate 3",81,"A11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","81a",1.30955398082733,0,5.78936147689819,0,NA,NA,NA,NA,49.5374221801758,0,6.01121807098389,0,"AB5Outer",11.94166667,313,17.75,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"34","AB5","1A11","FAGR_AB5
Soil_Mineral
Lab ID: 81e",251.1,"7/29/2022","Qespi","",NA,NA,"Plate 1",81,"A11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","81e",5.57800293,NA,NA,NA,NA,NA,NA,NA,51.4760437011719,6.94964456558228,4009.53637695313,989.636291503906,"AB5Mineral",18.94166667,330.75,18.2,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"35","AB5","1A11","FAGR_AB5
Soil_Mineral
Lab ID: 81e",251.1,"7/29/2022","Qespi","",NA,NA,"Plate 1",81,"A11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","81e",5.57800293,NA,NA,NA,NA,NA,NA,NA,51.4760437011719,6.94964456558228,4009.53637695313,989.636291503906,"AB5Mineral",11.94166667,313,17.75,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"36","AB5","7G6","FAGR_AB5
Soil_Organic
Lab ID: 81d",252.7,"8/4/2022","QW","",NA,"","Plate 7",47,"G6","","9/11/2022","Jon","","FAGR","Organic","Soil","81d",3.77144432067871,1.25708091259003,NA,NA,NA,NA,NA,NA,23.2728004455566,6.12218952178955,3146.37841796875,835.417358398438,"AB5Organic",18.94166667,330.75,18.2,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"37","AB5","5G6","FAGR_AB5
Wood_Inner
Lab ID: 81c",106.6,"7/20/2022","Qespi","","x","","Plate 5",47,"G6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","81c",12.5337934494019,1.39231395721436,14.0818796157837,1.40780878067017,NA,NA,NA,NA,34.3942680358887,2.98881053924561,10.3229351043701,1.72017478942871,"AB5Inner",11.94166667,313,17.75,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"38","AB5","5G6","FAGR_AB5
Wood_Inner
Lab ID: 81c",106.6,"7/20/2022","Qespi","","x","","Plate 5",47,"G6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","81c",12.5337934494019,1.39231395721436,14.0818796157837,1.40780878067017,NA,NA,NA,NA,34.3942680358887,2.98881053924561,10.3229351043701,1.72017478942871,"AB5Inner",18.94166667,330.75,18.2,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"39","AB5","3A11","FAGR_AB5
Wood_Outer
Lab ID: 81a",105.2,"7/20/2022","Qespi","","x","","Plate 3",81,"A11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","81a",1.30955398082733,0,5.78936147689819,0,NA,NA,NA,NA,49.5374221801758,0,6.01121807098389,0,"AB5Outer",18.94166667,330.75,18.2,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"40","AB5","7G6","FAGR_AB5
Soil_Organic
Lab ID: 81d",252.7,"8/4/2022","QW","",NA,"","Plate 7",47,"G6","","9/11/2022","Jon","","FAGR","Organic","Soil","81d",3.77144432067871,1.25708091259003,NA,NA,NA,NA,NA,NA,23.2728004455566,6.12218952178955,3146.37841796875,835.417358398438,"AB5Organic",11.94166667,313,17.75,"0.028111402","0.505967745","0.040365744","3.933482072","0.042234569","3.673650428","606.8082","0.6696","153423.1452","19396.9531"
"41","AB501","1B11","FAGR_AB501
Soil_Mineral
Lab ID: 82e",267.3,"8/1/2022","Qespi","",NA,NA,"Plate 1",82,"B11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","82e",1.29414022,NA,NA,NA,NA,NA,NA,NA,47.5300636291504,4.07024574279785,3632.48754882813,777.973876953125,"AB501Mineral",10.25833333,315.75,17.325,"0.031159956","2.655018893","0.055108894","2.679311474","0.109465144","2.0519854","319.5841","0.2729","189640.3313","3288.8138"
"42","AB501","3B11","FAGR_AB501
Wood_Outer
Lab ID: 82a",103.6,"7/20/2022","Qespi","","x","","Plate 3",82,"B11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","82a",2.45507216453552,0,4.44664287567139,0,NA,NA,NA,NA,31.4464778900146,0,11.6122932434082,1.45122349262238,"AB501Outer",10.25833333,315.75,17.325,"0.031159956","2.655018893","0.055108894","2.679311474","0.109465144","2.0519854","319.5841","0.2729","189640.3313","3288.8138"
"43","AB501","5H6","FAGR_AB501
Wood_Inner
Lab ID: 82c",105.4,"7/20/2022","Qespi","","x","","Plate 5",48,"H6","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","82c",15234.09375,133.443969726563,6772.02587890625,5625.83984375,NA,NA,NA,NA,48.2846488952637,17.1219215393066,25.3522415161133,6.75792646408081,"AB501Inner",10.25833333,315.75,17.325,"0.031159956","2.655018893","0.055108894","2.679311474","0.109465144","2.0519854","319.5841","0.2729","189640.3313","3288.8138"
"44","AB501","7H6","FAGR_AB501
Soil_Organic
Lab ID: 82d",250.7,"8/4/2022","QW","",NA,"","Plate 7",48,"H6","","9/11/2022","Jon","","FAGR","Organic","Soil","82d",0,0,NA,NA,NA,NA,NA,NA,51.1849136352539,8.52309036254883,7264.013671875,1727.705078125,"AB501Organic",10.25833333,315.75,17.325,"0.031159956","2.655018893","0.055108894","2.679311474","0.109465144","2.0519854","319.5841","0.2729","189640.3313","3288.8138"
"45","AB6","3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","83a",10.8183965682983,0,5.93165969848633,1.48277473449707,NA,NA,NA,NA,16.9648056030273,1.54174947738647,53.2694320678711,0,"AB6Outer",14.15,368,17.575,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"46","AB6","1C11","FAGR_AB6
Soil_Mineral
Lab ID: 83e",251.8,"8/1/2022","Qespi","",NA,NA,"Plate 1",83,"C11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","83e",6.050636292,NA,NA,NA,NA,NA,NA,NA,48.1863975524902,5.50202560424805,2595.77392578125,662.382446289063,"AB6Mineral",14.15,368,17.575,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"47","AB6","1C11","FAGR_AB6
Soil_Mineral
Lab ID: 83e",251.8,"8/1/2022","Qespi","",NA,NA,"Plate 1",83,"C11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","83e",6.050636292,NA,NA,NA,NA,NA,NA,NA,48.1863975524902,5.50202560424805,2595.77392578125,662.382446289063,"AB6Mineral",15.00833333,364.25,18.5,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"48","AB6","7A7","FAGR_AB6
Soil_Organic
Lab ID: 83d",252.7,"8/4/2022","QW","",NA,"","Plate 7",49,"A7","","9/11/2022","Jon","","FAGR","Organic","Soil","83d",1.28903567790985,0,NA,NA,NA,NA,NA,NA,10.9626083374023,3.65363550186157,1986.64123535156,542.093994140625,"AB6Organic",15.00833333,364.25,18.5,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"49","AB6","7A7","FAGR_AB6
Soil_Organic
Lab ID: 83d",252.7,"8/4/2022","QW","",NA,"","Plate 7",49,"A7","","9/11/2022","Jon","","FAGR","Organic","Soil","83d",1.28903567790985,0,NA,NA,NA,NA,NA,NA,10.9626083374023,3.65363550186157,1986.64123535156,542.093994140625,"AB6Organic",14.15,368,17.575,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"50","AB6","5A7","FAGR_AB6
Wood_Inner
Lab ID: 83c",112.4,"7/20/2022","Qespi","","x","","Plate 5",49,"A7","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","83c",7.08468246459961,2.36132383346558,NA,NA,NA,NA,NA,NA,51.5011825561523,0,6.57889366149902,0,"AB6Inner",15.00833333,364.25,18.5,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"51","AB6","3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Outer","Wood","83a",10.8183965682983,0,5.93165969848633,1.48277473449707,NA,NA,NA,NA,16.9648056030273,1.54174947738647,53.2694320678711,0,"AB6Outer",15.00833333,364.25,18.5,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"52","AB6","5A7","FAGR_AB6
Wood_Inner
Lab ID: 83c",112.4,"7/20/2022","Qespi","","x","","Plate 5",49,"A7","","8/10/2022","Cade","8/10/2022","FAGR","Inner","Wood","83c",7.08468246459961,2.36132383346558,NA,NA,NA,NA,NA,NA,51.5011825561523,0,6.57889366149902,0,"AB6Inner",14.15,368,17.575,"0.01530596","0.814239609","0.087540627","2.747315502","0.10651213","2.91045808","11636.3666","0.9088","108428.7759","42877.8804"
"53","AB6'","1D11","FAGR_AB6'
Soil_Mineral
Lab ID: 84e",255.3,"8/1/2022","Qespi","",NA,NA,"Plate 1",84,"D11","","8/4/2022","Cade","8/4/2022","FAGR","Mineral","Soil","84e",2.621807575,NA,NA,NA,NA,NA,NA,NA,44.1944847106934,8.28014469146729,3163.57055664063,784.29296875,"AB6'Mineral",12.99166667,352,17.775,"0.194188677","1.77647862","0.168680351","2.338510168","0.183582862","1.40873383","15.467","0.4847","181332.5877","10086.3219"
